t_ms,Fx,Fy,Fz,Mx,My,Mz,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,ff_enabled,acc_x,acc_y,acc_z,is_still
18975453,-0.092,0.051,0.064,0.013,-0.002,0.001,-32.324,-292.968,414.702,-171.968,-11.771,-110.012,1,-0.0189,0.0063,-0.0034,0
18975562,-0.024,0.036,0.055,0.005,0.003,0.002,-32.324,-292.968,414.702,-171.968,-11.771,-110.012,1,-0.0189,0.0063,-0.0034,0
18975640,-0.181,-0.055,0.057,0.006,0.003,0.001,-26.140,-293.413,419.704,-168.164,-11.290,-110.672,1,-0.0189,0.0063,-0.0034,0
18975734,-0.123,0.122,0.047,0.001,0.009,0.001,-26.140,-293.413,419.704,-168.164,-11.290,-110.672,1,-0.0277,0.0070,-0.0063,0
18975812,-0.126,0.146,0.046,0.002,0.008,-0.000,-21.895,-293.620,423.503,-165.523,-10.952,-111.046,1,-0.0277,0.0070,-0.0063,0
18975890,-0.061,0.221,0.029,0.003,0.008,0.000,-21.895,-293.620,423.503,-165.523,-10.952,-111.046,1,-0.0244,0.0060,-0.0027,0
18976000,-0.058,0.118,0.071,0.010,0.001,-0.001,-18.443,-293.676,426.742,-163.377,-10.658,-111.247,1,-0.0237,0.0052,-0.0029,0
18976093,0.034,0.164,0.053,0.002,0.003,-0.001,-18.443,-293.676,426.742,-163.377,-10.658,-111.247,1,-0.0237,0.0052,-0.0029,0
18976234,-0.101,-0.049,0.017,0.010,-0.002,-0.001,-11.917,-293.463,433.218,-159.322,-10.079,-111.343,1,-0.0237,0.0052,-0.0029,0
18976281,-0.098,-0.044,0.035,0.008,-0.001,-0.002,-11.917,-293.463,433.218,-159.322,-10.079,-111.343,1,-0.0225,0.0049,-0.0040,0
18976328,-0.039,0.044,0.026,0.002,0.004,-0.001,-11.917,-293.463,433.218,-159.322,-10.079,-111.343,1,-0.0225,0.0049,-0.0040,0
18976421,-0.086,0.009,0.032,0.003,0.004,-0.002,-7.455,-293.115,438.088,-156.504,-9.731,-111.221,1,-0.0225,0.0049,-0.0040,0
18976546,-0.214,-0.065,0.072,0.009,0.001,-0.002,-7.455,-293.115,438.088,-156.504,-9.731,-111.221,1,-0.0182,0.0046,-0.0030,0
18976640,-0.276,-0.065,-0.044,0.009,0.004,-0.000,0.067,-292.025,447.103,-151.660,-9.294,-110.580,1,-0.0143,0.0050,-0.0009,0
18976750,-0.011,0.300,-0.096,-0.006,0.018,-0.001,0.067,-292.025,447.103,-151.660,-9.294,-110.580,1,-0.0143,0.0050,-0.0009,0
18976828,-0.010,0.279,-0.151,-0.007,0.018,-0.002,5.305,-290.791,453.995,-148.176,-9.048,-109.930,1,-0.0143,0.0050,-0.0009,0
